/home/inventree/env/lib/python3.10/site-packages/allauth/exceptions.py:9: UserWarning: allauth.exceptions is deprecated, use allauth.core.exceptions
  warnings.warn("allauth.exceptions is deprecated, use allauth.core.exceptions")
Watching for file changes with StatReloader
Watching for file changes with StatReloader
[14/Aug/2024 05:15:55] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:15:55] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:15:56] "GET /media/label/output/labels_wjmlO6Z.pdf HTTP/1.1" 200 42059
[14/Aug/2024 05:16:12] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:16:12] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:16:12] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:16:13] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:16:13] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:16:13] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:16:14] "GET /media/label/output/labels_8ziojCG.pdf HTTP/1.1" 200 42069
[14/Aug/2024 05:45:52] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:45:52] "GET /part/ HTTP/1.1" 200 27271
[14/Aug/2024 05:45:52] "GET /static/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/bootstrap-table/bootstrap-table.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/bootstrap-table/extensions/group-by-v2/bootstrap-table-group-by.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/bootstrap-table/extensions/filter-control/bootstrap-table-filter-control.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/treegrid/css/jquery.treegrid.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/fontawesome/css/solid.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/fontawesome/css/brands.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/select2/css/select2.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/select2/css/select2-bootstrap-5-theme.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/easymde/easymde.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/script/jquery-ui/jquery-ui.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/fullcalendar/main.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:52] "GET /static/css/color-themes/default.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/css/inventree.css HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/script/jquery.form.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/script/jquery_3.3.1_jquery.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/script/jquery-ui/jquery-ui.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/img/inventree.png HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/fontawesome/webfonts/fa-solid-900.woff2 HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/script/bootstrap/bootstrap-treeview.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/treegrid/js/jquery.treegrid.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/treegrid/js/jquery.treegrid.bootstrap3.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/bootstrap-table/bootstrap-table.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/bootstrap-table/extensions/group-by-v2/bootstrap-table-group-by.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/bootstrap-table/extensions/filter-control/bootstrap-table-filter-control.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/bootstrap-table/extensions/custom-view/bootstrap-table-custom-view.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/fontawesome/js/solid.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/fontawesome/js/regular.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/fontawesome/js/brands.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/fontawesome/js/fontawesome.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/fullcalendar/main.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/fullcalendar/locales-all.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/select2/js/select2.full.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:53] "GET /static/script/moment.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:54] "GET /static/script/chart.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:54] "GET /static/script/chartjs-adapter-moment.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:54] "GET /static/script/clipboard.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:54] "GET /static/easymde/easymde.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:54] "GET /static/script/randomColor.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:54] "GET /static/script/html5-qrcode.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:54] "GET /static/script/qrcode.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:54] "GET /static/script/inventree/inventree.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:54] "GET /static/script/inventree/message.js HTTP/1.1" 304 0
[14/Aug/2024 05:45:54] "GET /js/dynamic/calendar.js HTTP/1.1" 200 1341
[14/Aug/2024 05:45:54] "GET /js/dynamic/nav.js HTTP/1.1" 200 8934
[14/Aug/2024 05:45:54] "GET /js/dynamic/permissions.js HTTP/1.1" 200 1202
[14/Aug/2024 05:45:54] "GET /js/dynamic/settings.js HTTP/1.1" 200 11287
[14/Aug/2024 05:45:54] "GET /js/i18n/api.js HTTP/1.1" 200 7474
[14/Aug/2024 05:45:54] "GET /js/i18n/attachment.js HTTP/1.1" 200 10543
[14/Aug/2024 05:45:54] "GET /js/i18n/barcode.js HTTP/1.1" 200 25285
[14/Aug/2024 05:45:54] "GET /js/i18n/bom.js HTTP/1.1" 200 48299
[14/Aug/2024 05:45:54] "GET /js/i18n/build.js HTTP/1.1" 200 85131
[14/Aug/2024 05:45:54] "GET /js/i18n/charts.js HTTP/1.1" 200 1362
[14/Aug/2024 05:45:54] "GET /js/i18n/company.js HTTP/1.1" 200 49860
[14/Aug/2024 05:45:54] "GET /js/i18n/filters.js HTTP/1.1" 200 19076
[14/Aug/2024 05:45:54] "GET /js/i18n/forms.js HTTP/1.1" 200 88268
[14/Aug/2024 05:45:54] "GET /js/i18n/helpers.js HTTP/1.1" 200 13979
[14/Aug/2024 05:45:55] "GET /js/i18n/index.js HTTP/1.1" 200 3517
[14/Aug/2024 05:45:55] "GET /js/i18n/label.js HTTP/1.1" 200 6122
[14/Aug/2024 05:45:55] "GET /js/i18n/modals.js HTTP/1.1" 200 35708
[14/Aug/2024 05:45:55] "GET /js/i18n/model_renderers.js HTTP/1.1" 200 13696
[14/Aug/2024 05:45:55] "GET /js/i18n/order.js HTTP/1.1" 200 10032
[14/Aug/2024 05:45:55] "GET /js/i18n/return_order.js HTTP/1.1" 200 22378
[14/Aug/2024 05:45:55] "GET /js/i18n/part.js HTTP/1.1" 200 98572
[14/Aug/2024 05:45:55] "GET /js/i18n/purchase_order.js HTTP/1.1" 200 69557
[14/Aug/2024 05:45:55] "GET /js/i18n/sales_order.js HTTP/1.1" 200 68224
[14/Aug/2024 05:45:55] "GET /js/i18n/report.js HTTP/1.1" 200 3743
[14/Aug/2024 05:45:55] "GET /js/i18n/status_codes.js HTTP/1.1" 200 10398
[14/Aug/2024 05:45:55] "GET /js/i18n/search.js HTTP/1.1" 200 10903
[14/Aug/2024 05:45:55] "GET /js/i18n/pricing.js HTTP/1.1" 200 31616
[14/Aug/2024 05:45:55] "GET /js/i18n/plugin.js HTTP/1.1" 200 8125
[14/Aug/2024 05:45:55] "GET /js/i18n/news.js HTTP/1.1" 200 2115
[14/Aug/2024 05:45:55] "GET /js/i18n/stock.js HTTP/1.1" 200 96767
[14/Aug/2024 05:45:55] "GET /js/i18n/tables.js HTTP/1.1" 200 17163
[14/Aug/2024 05:45:55] "GET /js/i18n/table_filters.js HTTP/1.1" 200 22482
[14/Aug/2024 05:45:55] "GET /js/i18n/notification.js HTTP/1.1" 200 9030
[14/Aug/2024 05:45:56] "GET /api/user/roles/ HTTP/1.1" 200 527
[14/Aug/2024 05:45:56] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:45:56] "GET /api/part/category/tree/ HTTP/1.1" 200 21555
[14/Aug/2024 05:45:56] "GET /api/part/?search=&offset=0&limit=25&category=null&category_detail=true HTTP/1.1" 200 42215
[14/Aug/2024 05:45:56] "GET /static/img/blank_image.thumbnail.png HTTP/1.1" 304 0
[14/Aug/2024 05:45:57] "OPTIONS /api/part/?context=true HTTP/1.1" 200 10900
[14/Aug/2024 05:46:46] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:46:46] "OPTIONS /api/part/?context=true HTTP/1.1" 200 10900
[14/Aug/2024 05:46:47] "GET /api/part/category/?structural=false&offset=0&limit=25 HTTP/1.1" 200 7966
[14/Aug/2024 05:46:52] "POST /api/part/ HTTP/1.1" 201 749
[14/Aug/2024 05:46:53] "GET /part/12124/ HTTP/1.1" 200 69528
[14/Aug/2024 05:46:53] "GET /static/treegrid/css/jquery.treegrid.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/bootstrap-table/extensions/filter-control/bootstrap-table-filter-control.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/bootstrap-table/extensions/group-by-v2/bootstrap-table-group-by.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/bootstrap-table/bootstrap-table.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/fontawesome/css/brands.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/fontawesome/css/solid.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/select2/css/select2-bootstrap-5-theme.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/script/jquery-ui/jquery-ui.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/fullcalendar/main.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/select2/css/select2.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/easymde/easymde.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/css/inventree.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/css/color-themes/default.css HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/script/jquery_3.3.1_jquery.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/img/blank_image.png HTTP/1.1" 304 0
[14/Aug/2024 05:46:53] "GET /static/script/jquery.form.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/script/jquery-ui/jquery-ui.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/img/inventree.png HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/script/bootstrap/bootstrap-treeview.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/treegrid/js/jquery.treegrid.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/fontawesome/webfonts/fa-solid-900.woff2 HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/treegrid/js/jquery.treegrid.bootstrap3.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/bootstrap-table/extensions/group-by-v2/bootstrap-table-group-by.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/bootstrap-table/bootstrap-table.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/bootstrap-table/extensions/filter-control/bootstrap-table-filter-control.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/bootstrap-table/extensions/custom-view/bootstrap-table-custom-view.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/fontawesome/js/solid.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/fontawesome/js/regular.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/fontawesome/js/brands.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/fontawesome/js/fontawesome.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/fullcalendar/main.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/fullcalendar/locales-all.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/select2/js/select2.full.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/script/moment.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/script/chart.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/script/chartjs-adapter-moment.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/script/clipboard.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/easymde/easymde.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/script/randomColor.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/script/html5-qrcode.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:54] "GET /static/script/qrcode.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:55] "GET /static/script/inventree/message.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:55] "GET /static/script/inventree/inventree.js HTTP/1.1" 304 0
[14/Aug/2024 05:46:55] "GET /js/dynamic/calendar.js HTTP/1.1" 200 1341
[14/Aug/2024 05:46:55] "GET /js/dynamic/nav.js HTTP/1.1" 200 8934
[14/Aug/2024 05:46:55] "GET /js/dynamic/permissions.js HTTP/1.1" 200 1202
[14/Aug/2024 05:46:55] "GET /js/dynamic/settings.js HTTP/1.1" 200 11287
[14/Aug/2024 05:46:55] "GET /js/i18n/api.js HTTP/1.1" 200 7474
[14/Aug/2024 05:46:55] "GET /js/i18n/barcode.js HTTP/1.1" 200 25285
[14/Aug/2024 05:46:55] "GET /js/i18n/attachment.js HTTP/1.1" 200 10543
[14/Aug/2024 05:46:55] "GET /js/i18n/bom.js HTTP/1.1" 200 48299
[14/Aug/2024 05:46:55] "GET /js/i18n/build.js HTTP/1.1" 200 85131
[14/Aug/2024 05:46:55] "GET /js/i18n/charts.js HTTP/1.1" 200 1362
[14/Aug/2024 05:46:55] "GET /js/i18n/company.js HTTP/1.1" 200 49860
[14/Aug/2024 05:46:55] "GET /js/i18n/forms.js HTTP/1.1" 200 88268
[14/Aug/2024 05:46:55] "GET /js/i18n/helpers.js HTTP/1.1" 200 13979
[14/Aug/2024 05:46:55] "GET /js/i18n/filters.js HTTP/1.1" 200 19076
[14/Aug/2024 05:46:55] "GET /js/i18n/index.js HTTP/1.1" 200 3517
[14/Aug/2024 05:46:55] "GET /js/i18n/label.js HTTP/1.1" 200 6122
[14/Aug/2024 05:46:55] "GET /js/i18n/modals.js HTTP/1.1" 200 35708
[14/Aug/2024 05:46:55] "GET /js/i18n/model_renderers.js HTTP/1.1" 200 13696
[14/Aug/2024 05:46:55] "GET /js/i18n/order.js HTTP/1.1" 200 10032
[14/Aug/2024 05:46:55] "GET /js/i18n/part.js HTTP/1.1" 200 98572
[14/Aug/2024 05:46:55] "GET /js/i18n/purchase_order.js HTTP/1.1" 200 69557
[14/Aug/2024 05:46:55] "GET /js/i18n/return_order.js HTTP/1.1" 200 22378
[14/Aug/2024 05:46:55] "GET /js/i18n/report.js HTTP/1.1" 200 3743
[14/Aug/2024 05:46:56] "GET /js/i18n/sales_order.js HTTP/1.1" 200 68224
[14/Aug/2024 05:46:56] "GET /js/i18n/search.js HTTP/1.1" 200 10903
[14/Aug/2024 05:46:56] "GET /js/i18n/status_codes.js HTTP/1.1" 200 10398
[14/Aug/2024 05:46:56] "GET /js/i18n/stock.js HTTP/1.1" 200 96767
[14/Aug/2024 05:46:56] "GET /js/i18n/news.js HTTP/1.1" 200 2115
[14/Aug/2024 05:46:56] "GET /js/i18n/plugin.js HTTP/1.1" 200 8125
[14/Aug/2024 05:46:56] "GET /js/i18n/tables.js HTTP/1.1" 200 17163
[14/Aug/2024 05:46:56] "GET /js/i18n/pricing.js HTTP/1.1" 200 31616
[14/Aug/2024 05:46:56] "GET /js/i18n/table_filters.js HTTP/1.1" 200 22482
[14/Aug/2024 05:46:56] "GET /js/i18n/notification.js HTTP/1.1" 200 9030
[14/Aug/2024 05:46:56] "GET /api/user/roles/ HTTP/1.1" 200 527
[14/Aug/2024 05:46:56] "GET /api/currency/exchange/ HTTP/1.1" 200 58
[14/Aug/2024 05:46:57] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:46:57] "GET /api/part/category/tree/ HTTP/1.1" 200 21555
[14/Aug/2024 05:46:57] "GET /api/stock/?search=&offset=0&limit=25&cascade=1&in_stock=1&part=12124&location_detail=true&part_detail=true&supplier_part_detail=true HTTP/1.1" 200 52
[14/Aug/2024 05:47:00] "GET /api/company/part/?search=&offset=0&limit=25&part=12124&part_detail=true&supplier_detail=true&manufacturer_detail=true HTTP/1.1" 200 52
[14/Aug/2024 05:47:00] "GET /api/company/part/manufacturer/?search=&offset=0&limit=25&part=12124&part_detail=true&manufacturer_detail=true HTTP/1.1" 200 52
[14/Aug/2024 05:47:11] "GET /api/part/?search=&offset=1750&limit=25&category=null&category_detail=true HTTP/1.1" 200 36460
Not Found: /media/part_images/images__1.thumbnail.png
Not Found: /media/part_images/images__1.thumbnail.png
Not Found: /media/part_images/d19ca410-8de9-45f1-a589-c097ae8b6f5e.png_366xaf.thumbnail.png
Not Found: /media/part_images/d19ca410-8de9-45f1-a589-c097ae8b6f5e.png_366xaf.thumbnail.png
[14/Aug/2024 05:47:11] "GET /media/part_images/images__1.thumbnail.png HTTP/1.1" 404 6844
[14/Aug/2024 05:47:11] "GET /media/part_images/d19ca410-8de9-45f1-a589-c097ae8b6f5e.png_366xaf.thumbnail.png HTTP/1.1" 404 6996
[14/Aug/2024 05:47:19] "OPTIONS /api/part/?context=true HTTP/1.1" 200 10900
[14/Aug/2024 05:47:21] "GET /api/part/category/?structural=false&offset=0&limit=25 HTTP/1.1" 200 7966
[14/Aug/2024 05:47:29] "GET /api/company/?is_manufacturer=true&offset=0&limit=25 HTTP/1.1" 200 17956
[14/Aug/2024 05:47:29] "GET /static/img/blank_image.png HTTP/1.1" 304 0
[14/Aug/2024 05:47:32] "GET /api/company/?is_manufacturer=true&offset=0&limit=25 HTTP/1.1" 200 17956
[14/Aug/2024 05:47:34] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:47:40] "POST /api/part/ HTTP/1.1" 201 844
[14/Aug/2024 05:47:40] "GET /part/12125/ HTTP/1.1" 200 69534
[14/Aug/2024 05:47:40] "GET /static/bootstrap-table/extensions/group-by-v2/bootstrap-table-group-by.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:40] "GET /static/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:40] "GET /static/bootstrap-table/bootstrap-table.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/bootstrap-table/extensions/filter-control/bootstrap-table-filter-control.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/fontawesome/css/brands.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/treegrid/css/jquery.treegrid.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/fontawesome/css/solid.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/fullcalendar/main.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/select2/css/select2-bootstrap-5-theme.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/select2/css/select2.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/script/jquery-ui/jquery-ui.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/css/color-themes/default.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/css/inventree.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/easymde/easymde.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/script/jquery_3.3.1_jquery.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/script/jquery-ui/jquery-ui.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/script/jquery.form.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:41] "GET /static/img/blank_image.png HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/script/bootstrap/bootstrap-treeview.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/img/inventree.png HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/treegrid/js/jquery.treegrid.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/treegrid/js/jquery.treegrid.bootstrap3.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/bootstrap-table/extensions/group-by-v2/bootstrap-table-group-by.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/bootstrap-table/bootstrap-table.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/bootstrap-table/extensions/filter-control/bootstrap-table-filter-control.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/fontawesome/js/solid.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/bootstrap-table/extensions/custom-view/bootstrap-table-custom-view.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/fontawesome/js/regular.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/fontawesome/js/brands.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/fontawesome/js/fontawesome.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/fullcalendar/main.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/fullcalendar/locales-all.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/select2/js/select2.full.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/script/moment.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/script/chart.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/script/chartjs-adapter-moment.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:42] "GET /static/script/clipboard.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:43] "GET /static/easymde/easymde.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:43] "GET /static/script/randomColor.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:43] "GET /static/script/html5-qrcode.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:43] "GET /static/script/qrcode.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:43] "GET /static/script/inventree/inventree.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:43] "GET /static/script/inventree/message.js HTTP/1.1" 304 0
[14/Aug/2024 05:47:43] "GET /js/dynamic/calendar.js HTTP/1.1" 200 1341
[14/Aug/2024 05:47:43] "GET /js/dynamic/nav.js HTTP/1.1" 200 8934
[14/Aug/2024 05:47:43] "GET /js/dynamic/permissions.js HTTP/1.1" 200 1202
[14/Aug/2024 05:47:43] "GET /js/dynamic/settings.js HTTP/1.1" 200 11287
[14/Aug/2024 05:47:43] "GET /js/i18n/api.js HTTP/1.1" 200 7474
[14/Aug/2024 05:47:43] "GET /js/i18n/attachment.js HTTP/1.1" 200 10543
[14/Aug/2024 05:47:43] "GET /js/i18n/barcode.js HTTP/1.1" 200 25285
[14/Aug/2024 05:47:43] "GET /js/i18n/bom.js HTTP/1.1" 200 48299
[14/Aug/2024 05:47:43] "GET /js/i18n/build.js HTTP/1.1" 200 85131
[14/Aug/2024 05:47:43] "GET /js/i18n/charts.js HTTP/1.1" 200 1362
[14/Aug/2024 05:47:44] "GET /js/i18n/company.js HTTP/1.1" 200 49860
[14/Aug/2024 05:47:44] "GET /js/i18n/helpers.js HTTP/1.1" 200 13979
[14/Aug/2024 05:47:44] "GET /js/i18n/forms.js HTTP/1.1" 200 88268
[14/Aug/2024 05:47:44] "GET /js/i18n/filters.js HTTP/1.1" 200 19076
[14/Aug/2024 05:47:44] "GET /js/i18n/index.js HTTP/1.1" 200 3517
[14/Aug/2024 05:47:44] "GET /js/i18n/label.js HTTP/1.1" 200 6122
[14/Aug/2024 05:47:44] "GET /js/i18n/modals.js HTTP/1.1" 200 35708
[14/Aug/2024 05:47:44] "GET /js/i18n/model_renderers.js HTTP/1.1" 200 13696
[14/Aug/2024 05:47:44] "GET /js/i18n/order.js HTTP/1.1" 200 10032
[14/Aug/2024 05:47:44] "GET /js/i18n/part.js HTTP/1.1" 200 98572
[14/Aug/2024 05:47:44] "GET /js/i18n/purchase_order.js HTTP/1.1" 200 69557
[14/Aug/2024 05:47:44] "GET /js/i18n/return_order.js HTTP/1.1" 200 22378
[14/Aug/2024 05:47:44] "GET /js/i18n/report.js HTTP/1.1" 200 3743
[14/Aug/2024 05:47:44] "GET /js/i18n/sales_order.js HTTP/1.1" 200 68224
[14/Aug/2024 05:47:44] "GET /js/i18n/search.js HTTP/1.1" 200 10903
[14/Aug/2024 05:47:44] "GET /js/i18n/status_codes.js HTTP/1.1" 200 10398
[14/Aug/2024 05:47:45] "GET /js/i18n/stock.js HTTP/1.1" 200 96767
[14/Aug/2024 05:47:45] "GET /js/i18n/pricing.js HTTP/1.1" 200 31616
[14/Aug/2024 05:47:45] "GET /js/i18n/news.js HTTP/1.1" 200 2115
[14/Aug/2024 05:47:45] "GET /js/i18n/plugin.js HTTP/1.1" 200 8125
